step,train_loss,train_acc,dev_loss,dev_acc,step_time_ms,lr
1512,0.3948754668235779,0.8125,,,160.77303886413574,1.6894912867452915e-05
1513,0.10445933043956757,0.96875,,,160.69626808166504,1.6891392360499913e-05
1514,0.39230841398239136,0.90625,,,160.6156826019287,1.6887871853546914e-05
1515,0.20019128918647766,0.875,,,161.23652458190918,1.688435134659391e-05
1516,0.15124118328094482,0.90625,,,160.83240509033203,1.688083083964091e-05
1517,0.35868245363235474,0.90625,,,160.87841987609863,1.6877310332687907e-05
1518,0.20290569961071014,0.96875,,,160.62259674072266,1.6873789825734908e-05
1519,0.12645548582077026,0.96875,,,160.64095497131348,1.6870269318781905e-05
1520,0.3358350992202759,0.9375,,,160.95829010009766,1.6866748811828903e-05
1521,0.1055203229188919,0.9375,,,161.04888916015625,1.6863228304875904e-05
1522,0.14375931024551392,0.9375,,,160.6743335723877,1.68597077979229e-05
1523,0.2641042172908783,0.90625,,,160.73155403137207,1.68561872909699e-05
1524,0.052769072353839874,1.0,,,161.18693351745605,1.68526667840169e-05
1525,0.2753106653690338,0.90625,,,160.97140312194824,1.6849146277063898e-05
1526,0.12220875173807144,0.96875,,,160.66598892211914,1.68456257701109e-05
1527,0.16819699108600616,0.9375,,,161.26060485839844,1.6842105263157896e-05
1528,0.28539469838142395,0.9375,,,160.7503890991211,1.6838584756204894e-05
1529,0.10486026853322983,0.9375,,,160.7532501220703,1.6835064249251895e-05
1530,0.2640460729598999,0.875,,,160.67123413085938,1.6831543742298893e-05
1531,0.11294743418693542,0.9375,,,161.02266311645508,1.682802323534589e-05
1532,0.06985379010438919,1.0,,,161.21315956115723,1.682450272839289e-05
1533,0.25964057445526123,0.875,,,160.7372760772705,1.682098222143989e-05
1534,0.03470193222165108,1.0,,,160.99834442138672,1.6817461714486887e-05
1535,0.21222564578056335,0.9375,,,161.33928298950195,1.6813941207533888e-05
1536,0.14643602073192596,0.96875,,,161.65590286254883,1.6810420700580885e-05
1537,0.08946575969457626,1.0,,,160.78567504882812,1.6806900193627883e-05
1538,0.0783214122056961,1.0,,,160.69960594177246,1.6803379686674884e-05
1539,0.1680372953414917,0.96875,,,161.2391471862793,1.679985917972188e-05
1540,0.2714916467666626,0.90625,,,161.24200820922852,1.679633867276888e-05
1541,0.12303509563207626,0.96875,,,160.80474853515625,1.679281816581588e-05
1542,0.08843407034873962,0.96875,,,161.12971305847168,1.6789297658862878e-05
1543,0.15808340907096863,0.96875,,,160.72630882263184,1.6785777151909875e-05
1544,0.2661151885986328,0.875,,,160.66932678222656,1.6782256644956876e-05
1545,0.11084288358688354,0.96875,,,160.99858283996582,1.6778736138003874e-05
1546,0.23680733144283295,0.875,,,161.02027893066406,1.677521563105087e-05
1547,0.38922470808029175,0.875,,,160.86912155151367,1.6771695124097873e-05
1548,0.20502033829689026,0.9375,,,161.23557090759277,1.676817461714487e-05
1549,0.3762900233268738,0.78125,,,160.7677936553955,1.6764654110191868e-05
1550,0.19020870327949524,0.90625,,,161.09919548034668,1.676113360323887e-05
1551,0.34175801277160645,0.90625,,,161.45062446594238,1.6757613096285866e-05
1552,0.33005964756011963,0.84375,,,160.77947616577148,1.6754092589332867e-05
1553,0.19278866052627563,0.9375,,,160.75396537780762,1.6750572082379865e-05
1554,0.42713046073913574,0.875,,,161.21244430541992,1.6747051575426863e-05
1555,0.14046628773212433,0.90625,,,161.13543510437012,1.674353106847386e-05
1556,0.10453194379806519,0.96875,,,161.0572338104248,1.674001056152086e-05
1557,0.07592622935771942,0.96875,,,161.027193069458,1.673649005456786e-05
1558,0.19187577068805695,0.9375,,,160.6731414794922,1.6732969547614856e-05
1559,0.057614102959632874,1.0,,,160.72392463684082,1.6729449040661857e-05
1560,0.24336418509483337,0.90625,,,160.74895858764648,1.6725928533708855e-05
1561,0.15425774455070496,0.9375,,,161.31830215454102,1.6722408026755853e-05
1562,0.13709673285484314,0.9375,,,161.1495018005371,1.6718887519802854e-05
1563,0.19821305572986603,0.9375,,,160.7186794281006,1.671536701284985e-05
1564,0.10043148696422577,0.96875,,,161.2083911895752,1.6711846505896852e-05
1565,0.16264081001281738,0.90625,,,160.8407497406006,1.670832599894385e-05
1566,0.31632745265960693,0.875,,,161.23509407043457,1.6704805491990848e-05
1567,0.08423127979040146,0.96875,,,161.10682487487793,1.6701284985037845e-05
1568,0.20861467719078064,0.90625,,,160.6602668762207,1.6697764478084846e-05
1569,0.26435011625289917,0.90625,,,161.02838516235352,1.6694243971131844e-05
1570,0.28293102979660034,0.84375,,,161.02027893066406,1.669072346417884e-05
1571,0.08869647234678268,0.96875,,,161.04936599731445,1.6687202957225842e-05
1572,0.16975712776184082,0.9375,,,161.2081527709961,1.668368245027284e-05
1573,0.2896924912929535,0.90625,,,160.73060035705566,1.6680161943319838e-05
1574,0.0446145161986351,1.0,,,160.96210479736328,1.667664143636684e-05
1575,0.07557161152362823,0.96875,,,161.2241268157959,1.6673120929413836e-05
1576,0.2123907506465912,0.9375,,,161.332368850708,1.6669600422460837e-05
1577,0.10376472026109695,0.96875,,,161.29565238952637,1.6666079915507835e-05
1578,0.19529356062412262,0.9375,,,160.7341766357422,1.6662559408554832e-05
1579,0.2853536307811737,0.875,,,161.23437881469727,1.665903890160183e-05
1580,0.14431166648864746,0.9375,,,161.05246543884277,1.665551839464883e-05
1581,0.3245273232460022,0.90625,,,160.68792343139648,1.665199788769583e-05
1582,0.3398047089576721,0.875,,,160.97140312194824,1.664847738074283e-05
1583,0.17200207710266113,0.9375,,,160.68625450134277,1.6644956873789827e-05
1584,0.3136700689792633,0.875,,,161.07511520385742,1.6641436366836825e-05
1585,0.0918496623635292,0.96875,,,161.2551212310791,1.6637915859883823e-05
1586,0.06570548564195633,0.96875,,,161.09132766723633,1.6634395352930824e-05
1587,0.175069659948349,0.9375,,,160.74299812316895,1.663087484597782e-05
1588,0.2294885516166687,0.9375,,,161.05055809020996,1.6627354339024822e-05
1589,0.05402394011616707,1.0,,,160.63618659973145,1.662383383207182e-05
1590,0.06916751712560654,0.96875,,,161.08107566833496,1.662031332511882e-05
1591,0.1767541915178299,0.875,,,161.25106811523438,1.6616792818165815e-05
1592,0.16313838958740234,0.90625,,,161.0572338104248,1.6613272311212816e-05
1593,0.05950608849525452,1.0,,,161.03839874267578,1.6609751804259814e-05
1594,0.31717801094055176,0.90625,,,160.94398498535156,1.6606231297306815e-05
1595,0.2706317603588104,0.9375,,,160.96735000610352,1.6602710790353812e-05
1596,0.204551100730896,0.9375,,,160.93802452087402,1.659919028340081e-05
1597,0.08341751992702484,0.96875,,,160.90106964111328,1.6595669776447808e-05
1598,0.07288483530282974,0.96875,,,160.67957878112793,1.659214926949481e-05
1599,0.12315598875284195,0.96875,,,161.08202934265137,1.6588628762541806e-05
1600,0.2061203122138977,0.9375,,,160.60113906860352,1.6585108255588807e-05
1601,0.09581421315670013,0.9375,,,160.6466770172119,1.6581587748635805e-05
1602,0.021912509575486183,1.0,,,160.61997413635254,1.6578067241682806e-05
1603,0.12148899585008621,0.96875,,,161.1790657043457,1.6574546734729803e-05
1604,0.25044548511505127,0.84375,,,161.07678413391113,1.65710262277768e-05
1605,0.13607165217399597,0.9375,,,161.0281467437744,1.65675057208238e-05
1606,0.07379202544689178,1.0,,,160.65669059753418,1.65639852138708e-05
1607,0.05341048538684845,0.96875,,,160.96258163452148,1.6560464706917797e-05
1608,0.04049687832593918,1.0,,,160.9346866607666,1.6556944199964795e-05
1609,0.20095965266227722,0.9375,,,160.65478324890137,1.6553423693011796e-05
1610,0.156286358833313,0.90625,,,161.21840476989746,1.6549903186058793e-05
1611,0.21489453315734863,0.9375,,,160.95638275146484,1.654638267910579e-05
1612,0.039294660091400146,0.96875,,,160.8414649963379,1.6542862172152792e-05
1613,0.39439743757247925,0.90625,,,160.71391105651855,1.653934166519979e-05
1614,0.17256903648376465,0.9375,,,161.01408004760742,1.653582115824679e-05
1615,0.36527982354164124,0.84375,,,161.05985641479492,1.653230065129379e-05
1616,0.3736664354801178,0.90625,,,161.2074375152588,1.6528780144340786e-05
1617,0.15704233944416046,0.96875,,,161.02147102355957,1.6525259637387784e-05
1618,0.11220792680978775,0.9375,,,160.5844497680664,1.6521739130434785e-05
1619,0.15834465622901917,0.90625,,,160.63952445983887,1.6518218623481782e-05
1620,0.5036978721618652,0.875,,,160.59398651123047,1.6514698116528783e-05
1621,0.06177043542265892,0.96875,,,160.94064712524414,1.651117760957578e-05
1622,0.15466922521591187,0.9375,,,161.268949508667,1.650765710262278e-05
1623,0.13649791479110718,0.96875,,,161.12732887268066,1.6504136595669776e-05
1624,0.0545324832201004,1.0,,,160.92300415039062,1.6500616088716777e-05
1625,0.11809810996055603,0.96875,,,160.77089309692383,1.6497095581763775e-05
1626,0.12084931880235672,0.96875,,,160.63594818115234,1.6493575074810776e-05
1627,0.23305723071098328,0.90625,,,161.03672981262207,1.6490054567857773e-05
1628,0.08935471624135971,0.96875,,,161.13662719726562,1.648653406090477e-05
1629,0.22172367572784424,0.90625,,,160.6748104095459,1.648301355395177e-05
1630,0.3023184835910797,0.90625,,,160.65669059753418,1.647949304699877e-05
1631,0.21875393390655518,0.875,,,161.00573539733887,1.6475972540045767e-05
1632,0.017773548141121864,1.0,,,160.99882125854492,1.6472452033092768e-05
1633,0.2836291193962097,0.90625,,,160.6123447418213,1.6468931526139766e-05
1634,0.10306498408317566,0.96875,,,160.59303283691406,1.6465411019186763e-05
1635,0.057934265583753586,0.96875,,,160.8896255493164,1.646189051223376e-05
1636,0.06167437136173248,1.0,,,160.80617904663086,1.6458370005280762e-05
1637,0.17122584581375122,0.9375,,,160.83645820617676,1.645484949832776e-05
1638,0.059012021869421005,0.96875,,,160.71653366088867,1.645132899137476e-05
1639,0.17907051742076874,0.90625,,,160.68220138549805,1.6447808484421758e-05
1640,0.2582746148109436,0.875,,,161.0238552093506,1.644428797746876e-05
1641,0.26956018805503845,0.90625,,,160.76326370239258,1.6440767470515753e-05
1642,0.036669228225946426,1.0,,,160.63737869262695,1.6437246963562754e-05
1643,0.133918896317482,0.9375,,,160.66980361938477,1.6433726456609752e-05
1644,0.1522911936044693,0.9375,,,160.74252128601074,1.6430205949656753e-05
1645,0.09009651094675064,0.9375,,,160.6745719909668,1.642668544270375e-05
1646,0.12375930696725845,0.96875,,,161.00406646728516,1.6423164935750748e-05
1647,0.1663266271352768,0.9375,,,161.41581535339355,1.6419644428797746e-05
1648,0.3366783559322357,0.875,,,161.19074821472168,1.6416123921844747e-05
1649,0.18581640720367432,0.96875,,,161.04364395141602,1.6412603414891745e-05
1650,0.28396540880203247,0.8125,,,160.75372695922852,1.6409082907938746e-05
1651,0.19406402111053467,0.90625,,,161.02838516235352,1.6405562400985743e-05
1652,0.3486994206905365,0.90625,,,160.9818935394287,1.6402041894032744e-05
1653,0.31807011365890503,0.84375,,,161.1764430999756,1.639852138707974e-05
1654,0.0723404660820961,0.96875,,,160.71486473083496,1.639500088012674e-05
1655,0.09338948130607605,0.96875,,,160.7058048248291,1.6391480373173737e-05
1656,0.32036155462265015,0.84375,,,160.97426414489746,1.6387959866220738e-05
1657,0.27025899291038513,0.875,,,160.6760025024414,1.6384439359267736e-05
1658,0.20855741202831268,0.90625,,,160.8119010925293,1.6380918852314733e-05
1659,0.044539675116539,1.0,,,161.574125289917,1.6377398345361734e-05
1660,0.10816925764083862,0.96875,,,161.72051429748535,1.6373877838408732e-05
1661,0.22298972308635712,0.90625,,,160.77613830566406,1.637035733145573e-05
1662,0.04881398752331734,1.0,,,161.21149063110352,1.636683682450273e-05
1663,0.16047196090221405,0.96875,,,160.6433391571045,1.6363316317549728e-05
1664,0.28764498233795166,0.9375,,,160.97712516784668,1.635979581059673e-05
1665,0.17495214939117432,0.90625,,,161.84687614440918,1.6356275303643723e-05
1666,0.5516630411148071,0.8125,,,161.18884086608887,1.6352754796690724e-05
1667,0.1312045007944107,0.9375,,,161.10467910766602,1.6349234289737722e-05
1668,0.14097629487514496,0.96875,,,160.94970703125,1.6345713782784723e-05
1669,0.09174251556396484,0.96875,,,160.94517707824707,1.634219327583172e-05
1670,0.07009509205818176,1.0,,,160.59494018554688,1.633867276887872e-05
1671,0.397391140460968,0.875,,,161.00525856018066,1.633515226192572e-05
1672,0.16332468390464783,0.90625,,,160.84551811218262,1.6331631754972717e-05
1673,0.17124733328819275,0.96875,,,161.09919548034668,1.6328111248019714e-05
1674,0.24393512308597565,0.90625,,,161.09323501586914,1.6324590741066715e-05
1675,0.25939422845840454,0.90625,,,160.96067428588867,1.6321070234113713e-05
1676,0.2964659631252289,0.90625,,,160.90989112854004,1.6317549727160714e-05
1677,0.23827141523361206,0.9375,,,160.8750820159912,1.631402922020771e-05
1678,0.08081845194101334,0.96875,,,161.21792793273926,1.6310508713254713e-05
1679,0.2792322635650635,0.875,,,161.15379333496094,1.6306988206301707e-05
1680,0.3174858093261719,0.84375,,,160.63928604125977,1.6303467699348708e-05
1681,0.34981071949005127,0.90625,,,160.66360473632812,1.6299947192395706e-05
1682,0.16003108024597168,0.9375,,,160.95495223999023,1.6296426685442707e-05
1683,0.17615078389644623,0.9375,,,160.5856418609619,1.6292906178489704e-05
1684,0.09901326149702072,0.96875,,,160.6149673461914,1.6289385671536702e-05
1685,0.230486661195755,0.90625,,,161.35191917419434,1.62858651645837e-05
1686,0.07027482241392136,0.96875,,,161.08179092407227,1.62823446576307e-05
1687,0.15842312574386597,0.9375,,,161.06939315795898,1.6278824150677698e-05
1688,0.13585075736045837,0.96875,,,160.6278419494629,1.62753036437247e-05
1689,0.26452550292015076,0.90625,,,160.6581211090088,1.6271783136771697e-05
1690,0.07119864225387573,1.0,,,161.04626655578613,1.6268262629818698e-05
1691,0.142751544713974,0.96875,,,161.27300262451172,1.6264742122865692e-05
1692,0.10616651177406311,0.9375,,,160.67171096801758,1.6261221615912693e-05
1693,0.055604711174964905,1.0,,,160.6273651123047,1.625770110895969e-05
1694,0.3998136520385742,0.84375,,,160.63737869262695,1.625418060200669e-05
1695,0.1790681779384613,0.90625,,,160.92848777770996,1.625066009505369e-05
1696,0.20721282064914703,0.90625,,,161.03601455688477,1.6247139588100687e-05
1697,0.16010868549346924,0.96875,,,161.02075576782227,1.6243619081147688e-05
1698,0.2459966242313385,0.90625,,,161.10730171203613,1.6240098574194685e-05
1699,0.105979785323143,0.96875,,,161.33904457092285,1.6236578067241683e-05
1700,0.10357093811035156,0.9375,,,161.13877296447754,1.6233057560288684e-05
1701,0.16160249710083008,0.90625,,,160.6752872467041,1.622953705333568e-05
1702,0.2560417652130127,0.9375,,,160.98690032958984,1.6226016546382683e-05
1703,0.19771118462085724,0.9375,,,160.8755588531494,1.6222496039429677e-05
1704,0.07708244770765305,0.96875,,,161.1459255218506,1.6218975532476678e-05
1705,0.2036672830581665,0.9375,,,161.024808883667,1.6215455025523675e-05
1706,0.2061259150505066,0.9375,,,160.9785556793213,1.6211934518570676e-05
1707,0.04674055799841881,1.0,,,160.64715385437012,1.6208414011617674e-05
1708,0.33064308762550354,0.875,,,160.63570976257324,1.6204893504664675e-05
1709,0.08195480704307556,0.96875,,,160.68768501281738,1.6201372997711673e-05
1710,0.03833257034420967,1.0,,,160.7518196105957,1.619785249075867e-05
1711,0.07052356004714966,0.96875,,,160.6314182281494,1.6194331983805668e-05
1712,0.09476465731859207,0.96875,,,161.03792190551758,1.619081147685267e-05
1713,0.10276931524276733,0.96875,,,160.95352172851562,1.6187290969899666e-05
1714,0.06140832602977753,0.96875,,,160.62092781066895,1.6183770462946667e-05
1715,0.1870695948600769,0.9375,,,160.62664985656738,1.6180249955993662e-05
1716,0.026245921850204468,1.0,,,160.83073616027832,1.6176729449040666e-05
1717,0.2083701640367508,0.9375,,,160.66288948059082,1.617320894208766e-05
1718,0.06047051027417183,0.96875,,,160.96210479736328,1.616968843513466e-05
1719,0.4881153106689453,0.875,,,160.58611869812012,1.616616792818166e-05
1720,0.2865661382675171,0.875,,,160.630464553833,1.616264742122866e-05
1721,0.03721185773611069,1.0,,,160.6457233428955,1.6159126914275658e-05
1722,0.13282909989356995,0.9375,,,161.38505935668945,1.6155606407322655e-05
1723,0.4062280058860779,0.8125,,,161.146879196167,1.6152085900369653e-05
1724,0.2594335079193115,0.90625,,,160.66479682922363,1.6148565393416654e-05
1725,0.07000907510519028,0.9375,,,161.25798225402832,1.614504488646365e-05
1726,0.37404611706733704,0.90625,,,160.74037551879883,1.6141524379510652e-05
1727,0.12974579632282257,0.96875,,,160.68363189697266,1.613800387255765e-05
1728,0.3176287114620209,0.875,,,161.6041660308838,1.613448336560465e-05
1729,0.30521446466445923,0.875,,,161.22055053710938,1.6130962858651645e-05
1730,0.033302225172519684,1.0,,,161.07511520385742,1.6127442351698646e-05
1731,0.33449578285217285,0.90625,,,161.01980209350586,1.6123921844745644e-05
1732,0.19233456254005432,0.90625,,,160.65740585327148,1.6120401337792645e-05
1733,0.331282377243042,0.84375,,,160.66980361938477,1.6116880830839643e-05
1734,0.27848124504089355,0.90625,,,160.62664985656738,1.611336032388664e-05
1735,0.026781056076288223,1.0,,,161.27371788024902,1.6109839816933638e-05
1736,0.10147732496261597,0.96875,,,161.06343269348145,1.610631930998064e-05
1737,0.3557954430580139,0.9375,,,160.6924533843994,1.6102798803027636e-05
1738,0.13716551661491394,0.9375,,,160.72964668273926,1.6099278296074637e-05
1739,0.2022733986377716,0.90625,,,161.17310523986816,1.6095757789121635e-05
1740,0.21750187873840332,0.9375,,,160.69483757019043,1.6092237282168636e-05
1741,0.07218874990940094,0.96875,,,160.96162796020508,1.608871677521563e-05
1742,0.15510720014572144,0.9375,,,160.8743667602539,1.608519626826263e-05
1743,0.21030902862548828,0.96875,,,161.07702255249023,1.608167576130963e-05
1744,0.1231754869222641,0.9375,,,161.0703468322754,1.607815525435663e-05
1745,0.1116432175040245,0.96875,,,161.04364395141602,1.6074634747403627e-05
1746,0.25375157594680786,0.875,,,160.59350967407227,1.6071114240450625e-05
1747,0.3028675317764282,0.8125,,,160.872220993042,1.6067593733497626e-05
1748,0.39151492714881897,0.84375,,,160.71605682373047,1.6064073226544624e-05
1749,0.21095092594623566,0.9375,,,160.65287590026855,1.606055271959162e-05
1750,0.05814161151647568,1.0,,,160.628080368042,1.6057032212638622e-05
1751,0.21260327100753784,0.90625,,,160.65740585327148,1.605351170568562e-05
1752,0.24737969040870667,0.90625,,,161.118745803833,1.604999119873262e-05
1753,0.24595241248607635,0.90625,,,160.89177131652832,1.6046470691779615e-05
1754,0.1646393984556198,0.9375,,,160.83598136901855,1.6042950184826616e-05
1755,0.1744374930858612,0.9375,,,160.68291664123535,1.6039429677873614e-05
1756,0.050798967480659485,1.0,,,161.00358963012695,1.6035909170920615e-05
1757,0.1637604534626007,0.90625,,,160.6450080871582,1.6032388663967612e-05
1758,0.1808582842350006,0.90625,,,160.6729030609131,1.6028868157014613e-05
1759,0.3481036126613617,0.8125,,,161.21578216552734,1.602534765006161e-05
1760,0.24965929985046387,0.875,,,161.18860244750977,1.602182714310861e-05
1761,0.07341139763593674,0.96875,,,161.1196994781494,1.6018306636155606e-05
1762,0.12351477146148682,0.9375,,,160.6450080871582,1.6014786129202607e-05
1763,0.16701985895633698,0.9375,,,161.06796264648438,1.6011265622249605e-05
1764,0.13267245888710022,0.96875,,,160.81500053405762,1.6007745115296606e-05
1765,0.42204800248146057,0.90625,,,161.30352020263672,1.60042246083436e-05
1766,0.1489907205104828,0.9375,,,160.83979606628418,1.6000704101390604e-05
1767,0.05710576847195625,1.0,,,160.71510314941406,1.59971835944376e-05
1768,0.15661905705928802,0.9375,,,161.20362281799316,1.59936630874846e-05
1769,0.36518988013267517,0.875,,,160.6311798095703,1.5990142580531597e-05
1770,0.07766027748584747,0.96875,,,160.64453125,1.59866220735786e-05
1771,0.0696897804737091,0.9375,,,160.65311431884766,1.5983101566625596e-05
1772,0.2367616891860962,0.875,,,161.41676902770996,1.5979581059672594e-05
1773,0.16192233562469482,0.90625,,,160.68720817565918,1.597606055271959e-05
1774,0.20403872430324554,0.9375,,,160.6431007385254,1.5972540045766592e-05
1775,0.07575066387653351,0.96875,,,160.7058048248291,1.596901953881359e-05
1776,0.040580764412879944,1.0,,,160.68196296691895,1.596549903186059e-05
1777,0.19848394393920898,0.90625,,,161.1649990081787,1.596197852490759e-05
1778,0.19504234194755554,0.90625,,,160.71271896362305,1.595845801795459e-05
1779,0.06847704201936722,0.96875,,,161.2417697906494,1.5954937511001584e-05
1780,0.11955001950263977,0.96875,,,160.70127487182617,1.5951417004048585e-05
1781,0.2697957456111908,0.84375,,,160.65621376037598,1.5947896497095582e-05
1782,0.05035525932908058,0.96875,,,160.62474250793457,1.5944375990142583e-05
1783,0.018489915877580643,1.0,,,160.6614589691162,1.594085548318958e-05
1784,0.14422422647476196,0.9375,,,160.9787940979004,1.593733497623658e-05
1785,0.26178255677223206,0.875,,,161.20338439941406,1.593381446928358e-05
1786,0.14932973682880402,0.90625,,,160.65192222595215,1.5930293962330577e-05
1787,0.1700095236301422,0.90625,,,161.06414794921875,1.5926773455377575e-05
1788,0.11980369687080383,0.9375,,,161.20219230651855,1.5923252948424576e-05
1789,0.3048793077468872,0.84375,,,160.7041358947754,1.5919732441471573e-05
1790,0.11987721920013428,0.9375,,,160.6924533843994,1.5916211934518574e-05
1791,0.08488576859235764,0.96875,,,161.29064559936523,1.591269142756557e-05
1792,0.0234134029597044,1.0,,,161.0574722290039,1.590917092061257e-05
1793,0.032733917236328125,1.0,,,161.224365234375,1.5905650413659567e-05
1794,0.31527942419052124,0.90625,,,160.628080368042,1.5902129906706568e-05
1795,0.36855360865592957,0.84375,,,161.00621223449707,1.5898609399753566e-05
1796,0.01123109646141529,1.0,,,160.97068786621094,1.5895088892800567e-05
1797,0.01757577247917652,1.0,,,161.39864921569824,1.5891568385847564e-05
1798,0.24797981977462769,0.90625,,,160.74252128601074,1.5888047878894562e-05
1799,0.22605276107788086,0.90625,,,160.65573692321777,1.588452737194156e-05
1800,0.1188783124089241,0.9375,,,161.3302230834961,1.588100686498856e-05
1801,0.29790031909942627,0.9375,,,160.72964668273926,1.587748635803556e-05
1802,0.2566981017589569,0.90625,,,161.04722023010254,1.587396585108256e-05
1803,0.06494917720556259,0.96875,,,161.08441352844238,1.5870445344129554e-05
1804,0.26168784499168396,0.90625,,,161.2265110015869,1.5866924837176555e-05
1805,0.33022063970565796,0.90625,,,160.6464385986328,1.5863404330223552e-05
1806,0.3561294376850128,0.875,,,160.57395935058594,1.5859883823270553e-05
1807,0.07626375555992126,0.96875,,,160.69555282592773,1.585636331631755e-05
1808,0.3143032193183899,0.90625,,,161.00311279296875,1.5852842809364552e-05
1809,0.0386221781373024,1.0,,,161.2086296081543,1.584932230241155e-05
1810,0.016744038090109825,1.0,,,161.06057167053223,1.5845801795458547e-05
1811,0.15684372186660767,0.9375,,,161.04364395141602,1.5842281288505545e-05
1812,0.31540006399154663,0.90625,,,161.03363037109375,1.5838760781552546e-05
1813,0.09063677489757538,0.96875,,,161.02004051208496,1.5835240274599543e-05
1814,0.21651068329811096,0.9375,,,160.9969139099121,1.5831719767646544e-05
1815,0.07559849321842194,0.96875,,,160.9518527984619,1.5828199260693542e-05
1816,0.17017322778701782,0.96875,,,161.23485565185547,1.582467875374054e-05
1817,0.11123023182153702,0.96875,,,161.03863716125488,1.5821158246787537e-05
1818,0.24231146275997162,0.96875,,,160.597562789917,1.5817637739834538e-05
1819,0.09991557896137238,0.9375,,,160.66789627075195,1.5814117232881536e-05
1820,0.16326972842216492,0.96875,,,160.94279289245605,1.5810596725928537e-05
1821,0.175453320145607,0.90625,,,160.83931922912598,1.5807076218975534e-05
1822,0.1858007311820984,0.90625,,,161.40174865722656,1.5803555712022532e-05
1823,0.2499786615371704,0.84375,,,161.19122505187988,1.580003520506953e-05
1824,0.1666296422481537,0.9375,,,160.65049171447754,1.579651469811653e-05
1825,0.23386909067630768,0.9375,,,161.0546112060547,1.5792994191163528e-05
1826,0.04177863895893097,1.0,,,160.70222854614258,1.578947368421053e-05
1827,0.14038437604904175,0.9375,,,160.68744659423828,1.5785953177257527e-05
1828,0.21382413804531097,0.9375,,,160.63237190246582,1.5782432670304524e-05
1829,0.32365426421165466,0.90625,,,160.78805923461914,1.5778912163351522e-05
1830,0.1438312828540802,0.9375,,,160.68100929260254,1.5775391656398523e-05
1831,0.08042682707309723,0.96875,,,160.64763069152832,1.577187114944552e-05
1832,0.2544136345386505,0.90625,,,160.98451614379883,1.576835064249252e-05
1833,0.12792551517486572,0.96875,,,160.9973907470703,1.576483013553952e-05
1834,0.15902352333068848,0.9375,,,161.18359565734863,1.5761309628586517e-05
1835,0.21365299820899963,0.9375,,,160.7956886291504,1.5757789121633518e-05
1836,0.16952477395534515,0.9375,,,160.63261032104492,1.5754268614680516e-05
1837,0.0267318282276392,1.0,,,160.660982131958,1.5750748107727513e-05
1838,0.06930816173553467,0.96875,,,161.0260009765625,1.5747227600774514e-05
1839,0.14578692615032196,0.96875,,,160.60495376586914,1.5743707093821512e-05
1840,0.5169470310211182,0.78125,,,160.62021255493164,1.5740186586868513e-05
1841,0.15427733957767487,0.96875,,,161.5595817565918,1.5736666079915507e-05
1842,0.29514652490615845,0.875,,,160.689115524292,1.5733145572962508e-05
1843,0.16977767646312714,0.90625,,,160.65621376037598,1.5729625066009506e-05
1844,0.137761652469635,0.9375,,,160.78543663024902,1.5726104559056507e-05
1845,0.3241625428199768,0.875,,,161.00025177001953,1.5722584052103504e-05
1846,0.20534852147102356,0.9375,,,160.6147289276123,1.5719063545150505e-05
1847,0.1283956915140152,0.96875,,,160.77113151550293,1.5715543038197503e-05
1848,0.14974062144756317,0.90625,,,160.67790985107422,1.57120225312445e-05
1849,0.07480882853269577,0.96875,,,160.65454483032227,1.5708502024291498e-05
1850,0.06522540748119354,1.0,,,160.65382957458496,1.57049815173385e-05
1851,0.10711811482906342,0.96875,,,161.02337837219238,1.5701461010385497e-05
1852,0.11949126422405243,0.9375,,,161.06915473937988,1.5697940503432498e-05
1853,0.05059890076518059,1.0,,,160.63356399536133,1.5694419996479492e-05
1854,0.2902543246746063,0.78125,,,161.33856773376465,1.5690899489526493e-05
1855,0.26171115040779114,0.875,,,160.64453125,1.568737898257349e-05
1856,0.17695143818855286,0.9375,,,160.95757484436035,1.568385847562049e-05
1857,0.05861970782279968,0.96875,,,161.0124111175537,1.568033796866749e-05
1858,0.2169610857963562,0.875,,,160.64095497131348,1.567681746171449e-05
1859,0.03173704445362091,1.0,,,160.66980361938477,1.5673296954761488e-05
1860,0.14069031178951263,0.96875,,,160.71224212646484,1.5669776447808485e-05
1861,0.21123738586902618,0.9375,,,160.6581211090088,1.5666255940855483e-05
1862,0.09005391597747803,0.96875,,,160.70938110351562,1.5662735433902484e-05
1863,0.17435847222805023,0.90625,,,161.4372730255127,1.565921492694948e-05
1864,0.3297594487667084,0.90625,,,161.0860824584961,1.5655694419996483e-05
1865,0.17769967019557953,0.9375,,,160.6767177581787,1.565217391304348e-05
1866,0.1030941903591156,0.96875,,,160.74013710021973,1.5648653406090478e-05
1867,0.11873368918895721,0.9375,,,160.6905460357666,1.5645132899137476e-05
1868,0.13032615184783936,0.9375,,,161.06915473937988,1.5641612392184477e-05
1869,0.08432534337043762,0.96875,,,160.67099571228027,1.5638091885231474e-05
1870,0.1292160451412201,0.9375,,,160.6459617614746,1.5634571378278475e-05
1871,0.11306537687778473,0.9375,,,160.97307205200195,1.5631050871325473e-05
1872,0.24642330408096313,0.96875,,,160.8254909515381,1.562753036437247e-05
1873,0.14203056693077087,0.90625,,,161.12422943115234,1.562400985741947e-05
1874,0.14816385507583618,0.96875,,,160.61162948608398,1.562048935046647e-05
1875,0.08805273473262787,0.9375,,,160.69293022155762,1.5616968843513467e-05
